Date,2022-08-10
Time,12-14-00

OtherInfo,,,Pulse On Duration (us),4102
DriveVoltage (V),3.7,,Pulse Off Duration (us),8000
HeaterResistance (Ohm),0.58,,Pulse Period (us),12102
PuffTrigger (Pa),0,,Fixed Power Mode
Power (W),8
Tester Name,Enter Your Name
Channel,A,

Pulse Count,Puff Count,Pulse Start (ms),Pulse End (ms),Resistance Start (Ω),Resistance End (Ω),Power Start (W),Power End (W),dR/dt (Ω/s),Energy in pulse (J),Pressure differential (Pa),Temperature (C)
143,91,2141.96,2147.15,0.68211,0.69467,7.97515,7.92098,2.42308,0.4125,7,188
144,91,2155.14,2160.41,0.68303,0.69492,8.04319,7.98988,2.2578,0.42247,7,189
145,91,2168.41,2173.71,0.6831,0.69472,8.05112,8.00687,2.19158,0.42553,7,188
146,91,2181.69,2186.98,0.68755,0.69302,7.75925,8.09361,1.0336,0.4193,7,186
147,91,2194.96,2200.14,0.68256,0.69447,7.95378,7.90495,2.29406,0.41074,7,188
148,91,2208.13,2213.43,0.68689,0.69349,7.7537,8.07658,1.24396,0.4195,7,186
149,91,2221.4,2226.59,0.68366,0.69448,7.96598,7.93152,2.08571,0.41254,7,188
150,91,2234.59,2239.85,0.68306,0.69418,8.0399,7.9964,2.11473,0.42175,7,187
151,91,2247.85,2253.15,0.68391,0.69389,8.03964,8.00453,1.88232,0.42517,7,187
152,91,2261.12,2266.38,0.68278,0.69511,8.04406,7.982,2.34235,0.42148,7,189
153,91,2274.38,2279.69,0.6833,0.69553,8.05439,8.00452,2.30687,0.42636,7,189
154,91,2287.67,2292.97,0.6865,0.69386,7.77277,8.08513,1.38619,0.42023,7,187
155,91,2300.94,2306.13,0.68354,0.69406,7.73458,7.98967,2.02772,0.40804,7,187
156,91,2314.13,2319.36,0.68196,0.69464,7.98929,7.92498,2.42783,0.41615,7,188
157,91,2340.61,2345.88,0.68628,0.69374,7.77095,8.07762,1.41466,0.4176,7,187
158,91,2393.52,2398.83,0.68607,0.69421,7.77658,8.08889,1.53522,0.42122,7,187
159,91,2406.8,2411.99,0.68827,0.69271,7.66228,8.01671,0.85568,0.40687,7,185
160,91,2419.98,2425.17,0.68372,0.695,7.94298,7.8888,2.17193,0.41083,7,189
161,91,2433.14,2438.45,0.68416,0.6949,8.05188,8.0065,2.02379,0.42635,7,188
162,91,2446.43,2451.73,0.68785,0.69391,7.76225,8.09181,1.14094,0.42013,7,187
163,91,2459.71,2464.89,0.68316,0.69573,7.96287,7.90509,2.42268,0.41098,7,190
164,91,2472.89,2478.19,0.68368,0.69556,8.05255,8.00475,2.24168,0.42551,7,189
165,91,2486.17,2491.47,0.6882,0.69438,7.75201,8.08371,1.1638,0.41964,7,188
166,91,2499.44,2504.63,0.68407,0.69619,7.9565,7.90905,2.33633,0.41171,7,190
167,91,2512.63,2517.93,0.68448,0.69535,8.04933,8.0135,2.04998,0.42566,7,189
168,91,2525.92,2531.22,0.68567,0.69578,7.79902,8.06353,1.90559,0.42035,7,190
169,91,2539.19,2544.41,0.68773,0.69467,7.68686,8.02091,1.32765,0.40997,7,188
170,91,2552.39,2557.58,0.68414,0.69615,7.9503,7.90728,2.3148,0.4115,7,190
171,91,2565.57,2570.88,0.68477,0.6956,8.0398,8.00557,2.04215,0.426,7,189
172,91,2578.85,2584.16,0.68805,0.6941,7.75772,8.09861,1.14045,0.42098,7,187
173,91,2592.13,2597.32,0.68439,0.69608,7.9387,7.8969,2.25367,0.41093,7,190
174,91,2605.3,2610.61,0.68929,0.6945,7.74467,8.09384,0.98275,0.42051,7,188
175,91,2618.58,2623.77,0.68322,0.6949,7.95981,7.9132,2.25203,0.4119,7,188
176,91,2631.77,2637.07,0.68362,0.69544,8.04367,7.99704,2.22862,0.42507,7,189
177,91,2645.05,2650.35,0.68895,0.69383,7.74521,8.09598,0.91966,0.41979,7,187
178,91,2658.33,2663.51,0.68317,0.69584,7.95926,7.9033,2.44415,0.41084,7,190
179,91,2698.08,2703.27,0.68837,0.6943,7.66794,7.99197,1.14321,0.40637,7,188
180,91,2724.48,2729.78,0.68868,0.6942,7.7396,8.06906,1.03929,0.41892,7,187
181,91,2737.75,2742.98,0.68259,0.6936,7.97286,7.92929,2.10664,0.41584,7,187
182,91,2750.95,2756.26,0.68498,0.6925,7.78526,8.11056,1.419,0.42203,7,185
183,91,2764.23,2769.42,0.68596,0.69411,7.66473,7.98485,1.57209,0.4061,7,187
184,91,2777.39,2782.57,0.68635,0.69323,7.67045,8.00422,1.32676,0.40597,7,186
185,91,2790.56,2795.75,0.68632,0.69432,7.66776,7.99143,1.5425,0.40635,7,188
186,91,2803.73,2808.92,0.68347,0.69469,7.95681,7.92076,2.16424,0.41202,7,188
187,91,2816.91,2822.18,0.68352,0.69544,8.03409,7.99565,2.26472,0.42238,7,189
188,91,2830.18,2835.48,0.68357,0.69556,8.04559,7.99098,2.26308,0.42496,7,189
189,91,2843.45,2848.75,0.68419,0.69511,8.04279,8.00552,2.05858,0.42528,7,189
190,91,2856.73,2862.03,0.68373,0.69627,8.04023,7.98624,2.36362,0.4247,7,190
191,91,2870,2875.31,0.68364,0.69596,8.05999,7.99742,2.32322,0.42632,7,190
192,91,2883.29,2888.6,0.68777,0.6947,7.77516,8.08581,1.30671,0.4211,7,188
193,91,2896.58,2901.81,0.68762,0.69389,7.68887,8.01731,1.19911,0.41071,7,187
194,91,2909.79,2914.97,0.68785,0.69482,7.65951,7.98969,1.34424,0.40531,7,188
195,91,2922.97,2928.19,0.68388,0.69552,7.96371,7.92029,2.22647,0.41457,7,189
196,91,2936.16,2941.47,0.68853,0.69458,7.74424,8.06381,1.14097,0.4197,7,188
197,91,2962.65,2967.83,0.68328,0.69544,7.95548,7.90955,2.34478,0.4109,7,189
198,91,2975.82,2981.12,0.68359,0.69547,8.04636,7.99953,2.23961,0.42521,7,189
199,91,2989.1,2994.4,0.68338,0.69557,8.04485,7.99525,2.2993,0.42506,7,189

0,92,0,4.1,0.61362,0.63035,7.45321,7.36446,4.07805,0.30376,7,95
1,92,12.1,16.78,0.61932,0.63574,8.04191,7.94558,3.50752,0.3741,7,103
2,92,24.76,29.49,0.62391,0.63951,8.04518,7.9667,3.30461,0.37868,7,108
3,92,37.48,42.24,0.62683,0.64238,8.04721,7.95463,3.26665,0.38084,7,112
4,92,63.01,67.81,0.63227,0.64716,8.03965,7.96588,3.10286,0.38413,7,119
5,92,75.8,80.63,0.63452,0.64896,8.05132,7.98808,2.9856,0.38735,2,122
6,92,88.61,93.45,0.63683,0.65056,8.04657,7.98979,2.83791,0.38808,2,124
7,92,101.44,106.27,0.63829,0.6524,8.04151,7.97892,2.91658,0.38689,2,127
8,92,114.27,119.15,0.63972,0.6542,8.04899,7.98276,2.96854,0.39117,2,130
9,92,127.13,132.01,0.64153,0.65587,8.03709,7.96419,2.94053,0.39043,2,132
10,92,140.01,144.92,0.64342,0.65699,8.06301,8.00512,2.76099,0.39447,2,134
11,92,152.92,157.83,0.64499,0.65847,8.04122,7.96562,2.74268,0.39296,2,136
12,92,165.82,170.78,0.64629,0.65959,8.06996,8.01435,2.68372,0.39889,2,137
13,92,178.76,183.72,0.64801,0.66145,8.03955,7.98274,2.7119,0.39735,2,140
14,92,191.69,196.64,0.64871,0.66251,8.05462,7.98975,2.78567,0.39709,2,142
15,92,217.59,222.58,0.65137,0.66473,8.05425,7.992,2.67579,0.40035,2,145
16,92,230.56,235.55,0.6524,0.66592,8.05347,7.99332,2.70697,0.40036,2,146
17,92,243.54,248.53,0.6534,0.66679,8.05177,7.99462,2.68277,0.40035,2,148
18,92,269.51,274.54,0.65546,0.66921,8.04291,7.98992,2.73375,0.40322,2,151
19,92,282.51,287.54,0.65696,0.67033,8.03899,7.98831,2.6561,0.40308,2,153
20,92,295.52,300.55,0.65745,0.67147,8.04651,7.9866,2.78443,0.40323,2,155
21,92,308.54,313.61,0.65846,0.67213,8.03959,7.97772,2.69598,0.40603,2,155
22,92,321.58,326.65,0.65937,0.67293,8.06855,8.01339,2.67524,0.40767,2,157
23,92,334.64,339.71,0.66109,0.67319,8.0262,7.9809,2.38526,0.40578,2,157
24,92,347.68,352.75,0.66213,0.67446,8.04383,8.00128,2.43303,0.40674,2,159
25,92,360.75,365.82,0.66278,0.67508,8.0348,7.99126,2.42726,0.40626,2,160
26,92,373.81,378.88,0.66397,0.67593,8.03343,7.99411,2.35992,0.40629,2,161
27,92,386.88,391.99,0.66384,0.67707,8.04311,7.98748,2.58991,0.40958,2,163
28,92,399.96,405.07,0.66482,0.67799,8.04803,7.99101,2.57666,0.40979,2,164
29,92,413.05,418.16,0.66576,0.67857,8.03475,7.98418,2.50841,0.40928,2,165
30,92,426.15,431.3,0.6663,0.67922,8.05714,8.01073,2.50932,0.41374,2,166
31,92,439.27,444.38,0.66705,0.6805,8.04079,7.98329,2.63193,0.40941,2,168
32,92,452.37,457.52,0.66819,0.68057,8.04465,8.00122,2.40435,0.41318,2,168
33,92,465.49,470.64,0.66867,0.68214,8.02969,7.97063,2.61621,0.412,2,170
34,92,478.61,483.8,0.67062,0.68174,8.04926,8.02048,2.14372,0.417,2,169
35,92,491.76,496.91,0.67027,0.6833,8.03849,7.98037,2.53155,0.41248,2,172
36,92,504.9,510.08,0.67101,0.68381,8.05002,8.00047,2.4687,0.4157,2,172
37,92,518.05,523.23,0.67216,0.68412,8.02544,7.98424,2.30635,0.41465,2,173
38,92,531.2,536.38,0.67265,0.68522,8.04648,7.9991,2.42489,0.41558,2,174
39,92,544.37,549.55,0.6724,0.6861,8.04008,7.97623,2.64207,0.41482,2,176
40,92,557.53,562.76,0.67446,0.68541,8.05565,8.02686,2.09556,0.42055,2,175
41,92,570.73,575.92,0.67403,0.68713,8.02357,7.95277,2.52401,0.41458,2,177
42,92,583.89,589.12,0.67609,0.6872,8.05733,8.03086,2.12543,0.4207,2,177
43,92,597.11,602.3,0.67614,0.68785,8.01624,7.97921,2.25856,0.41508,2,178
44,92,610.3,615.52,0.67591,0.68945,8.05449,8.00214,2.59178,0.41907,2,181
45,92,623.5,628.73,0.67629,0.68897,8.04661,7.99742,2.42812,0.41955,2,180
46,92,636.71,641.93,0.67671,0.68907,8.04676,8.00492,2.36666,0.41894,2,180
47,92,649.91,655.14,0.67754,0.68984,8.03412,7.99321,2.35386,0.41911,2,181
48,92,663.11,668.34,0.67811,0.69053,8.03945,7.99328,2.37647,0.41925,2,182
49,92,676.32,681.55,0.67908,0.69099,8.02109,7.97289,2.27838,0.41824,2,183
50,92,689.54,694.8,0.65734,0.66936,8.26141,8.2169,2.28246,0.43337,2,151
51,92,702.79,707.82,0.65916,0.67134,8.02372,7.98111,2.42131,0.40252,2,154
52,92,715.81,720.88,0.66076,0.67322,8.02751,7.98611,2.45582,0.40594,2,157
53,92,741.9,746.97,0.66405,0.67628,8.01812,7.9657,2.41099,0.40519,2,161
54,92,754.97,760.08,0.66493,0.67831,8.06056,7.99956,2.61793,0.41033,2,164
55,92,768.07,773.18,0.66672,0.67926,8.04017,7.98812,2.45299,0.40952,2,166
56,92,781.18,786.33,0.66698,0.68079,8.05295,7.98357,2.68293,0.41294,2,168
57,92,794.3,799.44,0.66832,0.68125,8.05897,8.00384,2.51066,0.41281,2,169
58,92,807.43,812.58,0.66988,0.6823,8.03749,7.98808,2.41214,0.41265,2,170
59,92,833.71,838.85,0.67083,0.68443,8.04618,7.98536,2.6431,0.41201,2,173
60,92,846.85,852.04,0.67276,0.68498,8.04056,8.00081,2.35496,0.41627,2,174
61,92,860.02,865.2,0.67298,0.68573,8.04292,7.98727,2.45785,0.41518,2,175
62,92,873.18,878.36,0.67463,0.68612,8.03214,7.99856,2.21644,0.41519,2,176
63,92,886.35,891.54,0.67386,0.68793,8.03568,7.96898,2.71369,0.41532,2,178
64,92,899.53,904.76,0.67554,0.68702,8.06027,8.02979,2.19557,0.42075,2,177
65,92,912.74,917.93,0.67599,0.68865,8.02509,7.98155,2.44108,0.41537,2,179
66,92,925.92,931.14,0.67613,0.68953,8.04515,7.98933,2.56422,0.4185,2,181
67,92,939.11,944.34,0.67633,0.68928,8.05412,7.99732,2.4767,0.41974,2,180
68,92,952.32,957.55,0.67761,0.68955,8.04267,8.00287,2.28617,0.41959,2,181
69,92,991.96,997.18,0.67843,0.69092,8.03949,7.99061,2.391,0.41838,2,183
70,92,1005.17,1010.4,0.67871,0.69005,8.04763,7.99879,2.16874,0.41961,2,181
71,92,1031.62,1036.76,0.67729,0.68987,7.97484,7.92815,2.44401,0.4087,2,181
72,92,1044.75,1049.98,0.68103,0.68904,7.74846,8.08829,1.53328,0.41413,2,180
73,92,1057.96,1063.11,0.68239,0.6886,7.64883,7.98332,1.20565,0.40252,2,179
74,92,1071.08,1076.23,0.67851,0.69068,7.94761,7.88355,2.36407,0.40765,2,182
75,92,1084.21,1089.48,0.67913,0.69048,8.06003,8.01754,2.15572,0.42364,2,182
76,92,1097.47,1102.74,0.67933,0.69065,8.04486,7.99732,2.14938,0.42271,2,182
77,92,1110.71,1115.97,0.67916,0.69,8.05167,8.01763,2.06064,0.42262,2,181
78,92,1123.95,1129.18,0.68354,0.68946,7.72801,8.07374,1.13199,0.41321,2,181
79,92,1137.18,1142.33,0.67886,0.69047,7.973,7.93144,2.25416,0.40953,2,182
80,92,1150.33,1155.55,0.67885,0.69041,8.03984,8.00137,2.21374,0.41867,2,182
81,92,1163.54,1168.77,0.67897,0.69117,8.03547,7.99121,2.33296,0.41909,2,183
82,92,1190,1195.22,0.67944,0.69197,8.03869,7.99208,2.398,0.4184,2,184
83,92,1229.71,1234.86,0.67899,0.69196,7.95369,7.89464,2.51902,0.40809,2,184
84,92,1242.84,1248.11,0.68333,0.69015,7.75274,8.08622,1.29561,0.41735,2,182
85,92,1256.09,1261.24,0.68385,0.68986,7.66395,8.00097,1.1676,0.40337,2,181
86,92,1269.24,1274.43,0.68003,0.69149,7.96206,7.92835,2.20917,0.41235,2,184
87,92,1282.39,1287.66,0.67916,0.69175,8.04523,7.98596,2.39161,0.42242,2,184
88,92,1295.62,1300.9,0.68247,0.69035,7.7763,8.07473,1.49426,0.41846,2,182
89,92,1308.86,1314.05,0.68012,0.6918,7.97432,7.92689,2.25203,0.41263,2,184
90,92,1322.03,1327.29,0.67992,0.69227,8.05409,7.99474,2.34559,0.42208,2,185
91,92,1335.27,1340.53,0.6795,0.69315,8.05981,7.9974,2.5921,0.4223,2,186
92,92,1348.52,1353.78,0.68054,0.69166,8.04898,8.00999,2.11218,0.42235,2,184
93,92,1361.77,1367.03,0.68307,0.69074,7.75863,8.09225,1.45611,0.41687,2,182
94,92,1375.01,1380.16,0.68013,0.69223,7.95348,7.90697,2.34883,0.4084,2,185
95,92,1388.15,1393.42,0.68024,0.69272,8.05234,7.98983,2.37019,0.42271,2,185
96,92,1401.4,1406.66,0.68469,0.69069,7.75632,8.10003,1.13823,0.41702,2,182
97,92,1414.65,1419.8,0.68408,0.69131,7.66096,8.00315,1.4034,0.40335,2,183
98,92,1440.94,1446.2,0.68053,0.69183,8.05949,8.01903,2.14719,0.42286,2,184
99,92,1454.2,1459.46,0.68542,0.69084,7.72726,8.07142,1.03022,0.4155,2,183
100,92,1467.43,1472.62,0.68085,0.69166,7.95988,7.91926,2.08405,0.41206,2,184
101,92,1480.59,1485.86,0.68036,0.6927,8.04377,7.99089,2.3449,0.42251,2,185
102,92,1493.84,1499.1,0.68423,0.69137,7.75863,8.10117,1.35456,0.41711,2,183
103,92,1507.09,1512.24,0.68525,0.69085,7.65306,8.00204,1.08735,0.40311,2,183
104,92,1520.24,1525.39,0.68089,0.69238,7.95151,7.90603,2.23171,0.40833,2,185
105,92,1533.39,1538.65,0.68056,0.69359,8.05309,7.99251,2.4761,0.42199,2,187
106,92,1546.64,1551.9,0.6842,0.69132,7.7662,8.10044,1.35069,0.41729,2,183
107,92,1559.89,1565.04,0.68382,0.69199,7.67146,7.99202,1.58541,0.40333,2,184
108,92,1573.04,1578.23,0.68086,0.69286,7.96346,7.91737,2.31592,0.4121,2,186
109,92,1586.2,1591.47,0.6845,0.69175,7.74632,8.06971,1.37713,0.41675,2,184
110,92,1599.45,1604.64,0.6852,0.69189,7.66865,7.99644,1.28837,0.4065,2,184
111,92,1638.97,1644.24,0.68098,0.69413,8.06264,7.99368,2.49665,0.42308,2,187
112,92,1652.24,1657.54,0.68164,0.69345,8.06155,8.00824,2.22892,0.42584,2,186
113,92,1665.51,1670.77,0.68577,0.69187,7.75621,8.10164,1.15725,0.41706,2,184
114,92,1678.76,1683.91,0.68086,0.69368,7.9585,7.90292,2.48943,0.40843,2,187
115,92,1691.91,1697.18,0.68146,0.69346,8.05282,8.00344,2.28053,0.42308,2,186
116,92,1705.17,1710.43,0.68199,0.69319,8.04352,8.00689,2.12824,0.42212,2,186
117,92,1718.42,1723.69,0.68459,0.69296,7.75505,8.08028,1.59061,0.41726,2,186
118,92,1731.66,1736.85,0.68173,0.69449,7.95188,7.89977,2.4593,0.41135,2,188
119,92,1744.82,1750.09,0.6874,0.69238,7.73768,8.08366,0.94387,0.41689,2,185
120,92,1758.09,1763.28,0.68214,0.69449,7.96781,7.91347,2.38191,0.41211,2,188
121,92,1771.27,1776.57,0.6819,0.69362,8.06525,8.01476,2.2083,0.42612,2,187
122,92,1784.54,1789.8,0.68498,0.6925,7.76299,8.08666,1.42745,0.41684,2,185
123,92,1797.79,1802.98,0.68554,0.69306,7.66714,7.99208,1.44965,0.40635,2,186
124,92,1810.95,1816.14,0.68571,0.69336,7.67498,7.99642,1.4746,0.40667,2,186
125,92,1824.12,1829.31,0.6825,0.69406,7.95936,7.91332,2.2283,0.41189,2,187
126,92,1837.3,1842.61,0.68339,0.69395,8.04098,7.99993,1.99094,0.42588,2,187
127,92,1850.57,1855.88,0.68601,0.69264,7.76122,8.07705,1.25051,0.4205,2,185
128,92,1863.84,1869.03,0.68253,0.69395,7.97012,7.92439,2.20014,0.41246,2,187
129,92,1890.3,1895.56,0.6824,0.69449,8.04902,7.98847,2.29686,0.42178,2,188
130,92,1903.56,1908.86,0.68238,0.69457,8.0634,8.00884,2.29965,0.42591,2,188
131,92,1930.11,1935.41,0.68276,0.69454,8.06349,8.00972,2.22174,0.42594,2,188
132,92,1956.67,1961.86,0.68717,0.69233,7.6713,8.01427,0.99555,0.40704,2,185
133,92,1969.85,1975.03,0.68285,0.69516,7.93931,7.87755,2.37386,0.40965,2,189
134,92,1983.02,1988.32,0.68269,0.69481,8.07864,8.01794,2.28605,0.42655,2,188
135,92,1996.32,2001.62,0.68287,0.69464,8.06261,8.00541,2.22034,0.4258,2,188
136,92,2036.04,2041.23,0.68805,0.69292,7.65716,8.00451,0.93766,0.40642,2,186
137,92,2049.22,2054.41,0.68444,0.69358,7.94511,7.92439,1.76264,0.41181,2,187
138,92,2062.4,2067.67,0.68318,0.69487,8.0385,7.98882,2.21848,0.42232,2,188
139,92,2075.66,2080.96,0.68352,0.69482,8.0425,7.99469,2.13091,0.42498,2,188
140,92,2088.93,2094.23,0.68701,0.69371,7.76195,8.08577,1.26283,0.41996,2,187
141,92,2102.21,2107.39,0.68694,0.6928,7.67129,8.0168,1.1297,0.40632,2,185
142,92,2115.39,2120.58,0.68272,0.69533,7.95313,7.89649,2.43057,0.41129,2,189
143,92,2128.56,2133.87,0.6875,0.69392,7.75851,8.08944,1.2087,0.42076,2,187
144,92,2141.84,2147.03,0.68736,0.69375,7.66643,8.00131,1.23117,0.40657,2,187
145,92,2155.02,2160.21,0.68351,0.6946,7.96129,7.91425,2.13848,0.41197,2,188
146,92,2168.2,2173.51,0.68386,0.6951,8.04257,7.99201,2.11911,0.42571,2,189
147,92,2181.48,2186.78,0.68921,0.69308,7.73788,8.08072,0.72972,0.41919,2,186
148,92,2194.76,2199.99,0.6832,0.69483,7.9655,7.90604,2.22359,0.41504,2,188
149,92,2207.96,2213.26,0.68337,0.69487,8.06773,8.01219,2.16977,0.42611,2,188
150,92,2221.25,2226.56,0.68764,0.69332,7.7679,8.10305,1.07106,0.42137,2,186
151,92,2234.54,2239.72,0.68704,0.69434,7.66783,7.98537,1.40764,0.40541,2,188
152,92,2247.71,2252.91,0.68706,0.69416,7.68062,7.97714,1.3666,0.4071,2,187
153,92,2260.9,2266.13,0.68755,0.6946,7.70211,8.0256,1.34783,0.41127,2,188
154,92,2274.11,2279.3,0.68796,0.69374,7.66479,8.00371,1.11345,0.40659,2,187
155,92,2300.49,2305.79,0.6837,0.69511,8.04804,7.99921,2.15206,0.42525,2,189
156,92,2313.76,2319.07,0.68737,0.69374,7.75359,8.07211,1.20105,0.42017,2,187
157,92,2327.04,2332.27,0.68719,0.69466,7.686,8.0074,1.42768,0.41038,2,188
158,92,2340.24,2345.46,0.68362,0.69556,7.96725,7.91742,2.28498,0.41458,2,189
159,92,2353.43,2358.73,0.6874,0.69384,7.76403,8.09303,1.21423,0.42021,2,187
160,92,2366.71,2371.91,0.68688,0.69436,7.67709,7.9667,1.43906,0.40673,2,188
161,92,2379.89,2385.12,0.68699,0.69363,7.71047,8.03442,1.26989,0.41172,2,187
162,92,2393.11,2398.29,0.68799,0.69376,7.65483,7.97705,1.11232,0.40486,2,187
163,92,2406.29,2411.52,0.68726,0.69395,7.69521,8.01651,1.2807,0.41086,2,187
164,92,2419.49,2424.68,0.68307,0.6953,7.96387,7.90716,2.35856,0.41185,2,189
165,92,2432.68,2437.98,0.6835,0.69544,8.05927,7.99956,2.25234,0.42555,2,189
166,92,2445.97,2451.28,0.68714,0.69499,7.77381,8.07796,1.47843,0.42086,2,189
167,92,2459.26,2464.48,0.6845,0.69539,7.96543,7.91634,2.08367,0.41451,2,189
168,92,2472.47,2477.77,0.68863,0.6939,7.7662,8.07267,0.99457,0.41973,2,187
169,92,2485.76,2490.99,0.68377,0.69523,7.99337,7.94329,2.19494,0.41674,2,189
170,92,2498.98,2504.29,0.68462,0.69588,8.04247,7.99341,2.12327,0.42575,2,190
171,92,2512.26,2517.56,0.68404,0.69586,8.05298,7.99011,2.22907,0.42514,2,190
172,92,2525.55,2530.85,0.68829,0.6945,7.77155,8.09328,1.17058,0.42041,2,188
173,92,2538.84,2544.07,0.68421,0.69611,7.96636,7.8996,2.2772,0.41489,2,190
174,92,2552.04,2557.38,0.68475,0.69604,8.06033,8.0071,2.11222,0.429,2,190
175,92,2565.35,2570.65,0.68912,0.6962,7.76255,8.07805,1.33593,0.41977,2,190
176,92,2578.64,2583.87,0.68575,0.69603,7.96926,7.93153,1.96778,0.4158,2,190
177,92,2591.86,2597.16,0.68884,0.6952,7.75372,8.06045,1.19948,0.41907,2,189
178,92,2605.15,2610.37,0.68818,0.69469,7.70308,8.02223,1.24479,0.41043,2,188
179,92,2618.37,2623.61,0.68551,0.6963,7.96221,7.90189,2.06211,0.41563,2,191
180,92,2631.57,2636.88,0.68906,0.69529,7.76994,8.09474,1.17371,0.4212,2,189
181,92,2644.88,2650.1,0.68584,0.69611,7.94498,7.90672,1.96452,0.41372,2,190
182,92,2658.08,2663.42,0.68491,0.69744,8.05986,8.00137,2.34542,0.42883,2,192
183,92,2671.39,2676.69,0.6883,0.6961,7.7776,8.08268,1.47069,0.42029,2,190
184,92,2684.69,2689.92,0.6854,0.69715,7.97216,7.92001,2.24725,0.41558,2,192
185,92,2697.91,2703.21,0.68571,0.69672,8.05342,8.00378,2.07597,0.42551,2,191
186,92,2711.21,2716.52,0.68559,0.69652,8.05321,8.00072,2.05976,0.42623,2,191
187,92,2724.51,2729.82,0.68885,0.6961,7.76873,8.07786,1.36559,0.42072,2,190
188,92,2737.81,2743.04,0.6859,0.69751,7.97047,7.90987,2.21999,0.41527,2,192
189,92,2751.02,2756.37,0.68992,0.69612,7.76933,8.08789,1.15869,0.42418,2,190
190,92,2764.33,2769.56,0.68575,0.69714,7.97259,7.9148,2.17934,0.41545,2,192
191,92,2777.55,2782.89,0.68637,0.69721,8.04061,7.98628,2.02747,0.42791,2,192
192,92,2790.86,2796.21,0.68875,0.69693,7.79712,8.08499,1.53013,0.42484,2,191
193,92,2804.19,2809.45,0.68887,0.69595,7.70153,8.022,1.34461,0.41352,2,190
194,92,2817.42,2822.64,0.68526,0.69623,7.96347,7.91932,2.09965,0.41454,2,190
195,92,2830.63,2835.93,0.68891,0.696,7.7679,8.07468,1.33486,0.41982,2,190
196,92,2843.92,2849.15,0.69053,0.69566,7.67847,8.01194,0.98152,0.4103,2,190
197,92,2857.14,2862.37,0.6849,0.69728,7.96874,7.90892,2.36985,0.4152,2,192
198,92,2870.34,2875.65,0.68572,0.69591,8.04791,8.00662,1.9202,0.42624,2,190
199,92,2883.65,2888.95,0.68486,0.69661,8.0538,7.98921,2.21649,0.42513,2,191
200,92,2896.95,2902.29,0.68472,0.6972,8.06462,7.99231,2.33644,0.42872,2,192
201,92,2910.26,2915.6,0.68774,0.69656,7.7987,8.08479,1.64943,0.42408,2,191
202,92,2923.58,2928.8,0.68851,0.69479,7.70522,8.01824,1.20151,0.41038,2,188
203,92,2936.8,2942.02,0.68414,0.69613,7.96226,7.90057,2.29553,0.41402,2,190
204,92,2950.01,2955.35,0.68786,0.69548,7.79497,8.09737,1.4264,0.42432,2,189
205,92,2963.32,2968.54,0.68442,0.69664,7.97194,7.90431,2.33905,0.41437,2,191
206,92,2976.53,2981.87,0.68841,0.69499,7.78379,8.10454,1.23066,0.42421,2,189
207,92,2989.84,2995.07,0.68461,0.6961,7.95864,7.9075,2.19922,0.41489,2,190

0,93,12.1,16.78,0.61956,0.63595,8.03783,7.94426,3.49865,0.37398,2,103
1,93,24.76,29.49,0.62456,0.63944,8.04096,7.96281,3.14891,0.37848,2,108
2,93,37.48,42.24,0.62716,0.64221,8.04966,7.95671,3.16106,0.38095,2,112
3,93,50.23,55.03,0.62995,0.64491,8.07336,7.99158,3.1163,0.38555,2,116
4,93,63.02,67.82,0.63251,0.64679,8.055,7.98204,2.97459,0.38488,2,119
5,93,75.82,80.66,0.63457,0.64906,8.05337,7.98144,2.99464,0.38804,0,122
6,93,88.64,93.47,0.63678,0.65055,8.05358,7.98847,2.84596,0.38741,0,124
7,93,101.47,106.35,0.63898,0.65249,8.04087,7.98495,2.77126,0.39103,0,127
8,93,127.17,132.09,0.6414,0.65648,8.07654,8.00177,3.06638,0.39552,0,133
9,93,140.08,144.99,0.644,0.65743,8.04318,7.99078,2.733,0.39363,0,134
10,93,165.88,170.8,0.64565,0.6606,8.05192,7.98011,3.04294,0.39438,0,139
11,93,178.8,183.76,0.64789,0.66196,8.05505,7.98832,2.84117,0.39787,0,141
12,93,191.74,196.7,0.64869,0.66271,8.0667,7.96369,2.82423,0.39755,0,142
13,93,204.69,209.68,0.6502,0.66417,8.07788,8.00485,2.79884,0.40126,0,144
14,93,217.68,222.67,0.65146,0.66529,8.06369,7.99584,2.77043,0.40068,0,146
15,93,243.64,248.64,0.65397,0.66709,8.05209,7.9958,2.62694,0.40119,0,148
16,93,256.64,261.67,0.65488,0.66825,8.04603,7.9868,2.65761,0.40322,0,150
17,93,269.64,274.67,0.65597,0.66926,8.03783,7.9758,2.64041,0.40274,0,151
18,93,282.65,287.72,0.65749,0.67052,8.05931,8.0034,2.57066,0.40718,0,153
19,93,295.68,300.71,0.65811,0.67111,8.04909,7.98836,2.584,0.40334,0,154
20,93,321.76,326.83,0.65998,0.67313,8.04363,7.98876,2.59274,0.40642,0,157
21,93,334.8,339.87,0.66129,0.6736,8.04291,7.99667,2.42789,0.4066,0,158
22,93,347.86,352.93,0.66204,0.67458,8.02939,7.97116,2.4724,0.40561,0,159
23,93,360.92,366.03,0.66317,0.6759,8.06536,7.99856,2.49066,0.41043,0,161
24,93,374.01,379.11,0.66428,0.67629,8.05119,8.00522,2.35036,0.40943,0,162
